comunidad,num.entrevista,nombre.recurso,tipo.recurso,uso,venta,tipo.mercado.venta,distancia,distancia.km,tiempo,tiempo.min,tipo.de.carretera,tipologia.mercado,compra,manejo,tipo.terreno,tamano.huerto.m2,tamano.parcela.m2,tamano.invernadero.m2,tamano.cultivo.m2,tamano.cultivo,terreno.propiedad,percepcion.clima,riego,manejo.producto,manejo.herramienta,manejo.estructura,escolaridad.grado,escolaridad,origen,lenguas,lengua,nahuatl,espanol,migracion,campesino,productor,pastor,comercio,tendero,jornalero,otro
Coyomeapan,16,huitlacoche,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,parcela,0,-,0,-,-,propio,templado,temporal,NA,manual,NA,0,no,municipal,1,nahuatl,1,0,0,1,0,1,1,0,0,0
Coyomeapan,16,copal,planta,ceremonial,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,municipal,1,nahuatl,1,0,0,1,0,1,1,0,0,0
Coyomeapan,16,laurel,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,interna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,municipal,1,nahuatl,1,0,0,1,0,1,1,0,0,0
Coyomeapan,16,zarzamora,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,0,no,municipal,1,nahuatl,1,0,0,1,0,1,1,0,0,0
Coyomeapan,16,tila,planta,medicinal,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,0,no,municipal,1,nahuatl,1,0,0,1,0,1,1,0,0,0
Coyomeapan,16,oregano,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,municipal,1,nahuatl,1,0,0,1,0,1,1,0,0,0
Coyomeapan,17,aguacate,planta,comestible,acopiador,acopiador,larga,0,mucho,0,mixta,Mercado_grande,NA,cultivado,huerto,70,0,0,70,<1hc,propio,frio,temporal,NA,manual,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,durazno,planta,comestible,acopiador,acopiador,larga,0,mucho,0,mixta,Mercado_grande,NA,cultivado,huerto,70,0,0,70,<1hc,propio,frio,temporal,NA,manual,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,ciruela,planta,comestible,acopiador,acopiador,larga,0,mucho,0,mixta,Mercado_grande,NA,cultivado,huerto,70,0,0,70,<1hc,propio,frio,temporal,NA,manual,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,manzana,planta,comestible,acopiador,acopiador,larga,0,mucho,0,mixta,Mercado_grande,NA,cultivado,huerto,70,0,0,70,<1hc,propio,frio,temporal,NA,manual,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,nuez,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,70,0,0,70,<1hc,propio,frio,temporal,NA,manual,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,manzanilla,planta,medicinal,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,70,0,0,70,<1hc,propio,frio,temporal,NA,manual,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,yerbabuena,planta,medicinal,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,70,0,0,70,<1hc,propio,frio,temporal,NA,manual,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,chayote,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,tolerado,huerto,70,0,0,70,<1hc,propio,frio,temporal,NA,manual,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,sabila,planta,medicinal,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,70,0,0,70,<1hc,propio,frio,temporal,NA,manual,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,ruda,planta,medicinal,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,70,0,0,70,<1hc,propio,frio,temporal,NA,manual,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,alcatraz,planta,ornamental,acopiador,acopiador,larga,0,mucho,0,mixta,Mercado_grande,NA,cultivado,huerto,70,0,0,70,<1hc,propio,frio,temporal,NA,manual,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,jitomate,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,calabaza,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,pipitza,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,frijol,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,nopal,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,platano,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,naranja,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,papalokilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,tekilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,xochitekonzi,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,san_andres,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,cacaya,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,interna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,copal,planta,ceremonial,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,laurel,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,mora,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,zarzamora,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,17,oregano,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,bachiller,nacional,1,espanol,0,1,0,1,0,0,0,0,0,0
Coyomeapan,18,manzana,planta,comestible,Tlacotepec,municipal,larga,89.4,mucho,163,mixta,Mercado_Municipal,interna,NA,reventa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,durazno,planta,comestible,Tlacotepec,municipal,larga,89.4,mucho,163,mixta,Mercado_Municipal,interna,NA,reventa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,aguacate,planta,comestible,Tlacotepec,municipal,larga,89.4,mucho,163,mixta,Mercado_Municipal,interna,NA,reventa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,cafe,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Tlacotepec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,chiltepe,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Tlacotepec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,papalokilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,tomate,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,jitomate,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,platano,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,san_andres,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,xochitekonzi,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,chilnanacatl,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,pipitza,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,mora,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,tekilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,18,zarzamora,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,5,primaria,municipal,2,bilingue,1,1,0,0,0,0,1,0,0,0
Coyomeapan,19,epazote,planta,medicinal,Tehuacan,regional,larga,72.7,mucho,112,mixta,Mercado_grande,NA,tolerado,huerto,20000,0,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,yerbabuena,planta,medicinal,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,20000,0,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,ruda,planta,medicinal,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,20000,0,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,rosa,planta,ornamental,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,20000,0,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,campechana,planta,ornamental,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,20000,0,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,sabila,planta,medicinal,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,20000,0,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,clavel,planta,ornamental,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,20000,0,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,rosa,planta,ornamental,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,20000,0,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,alcatraz,planta,ornamental,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,20000,0,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,abebetcho,planta,envoltura,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,20000,0,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,bahkilitl,planta,comestible,Tehuacan,regional,larga,72.7,mucho,112,mixta,Mercado_grande,NA,tolerado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,kolesh,planta,comestible,Tehuacan,regional,larga,72.7,mucho,112,mixta,Mercado_grande,NA,tolerado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,hierbasanta,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,chayote,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,manzana,planta,comestible,Tehuacan,regional,larga,72.7,mucho,112,mixta,Mercado_grande,NA,cultivado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,cal,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,ciruela,planta,comestible,Tehuacan,regional,larga,72.7,mucho,112,mixta,Mercado_grande,NA,cultivado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,durazno,planta,comestible,Tehuacan,regional,larga,72.7,mucho,112,mixta,Mercado_grande,NA,cultivado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,membrillo,planta,comestible,Tehuacan,regional,larga,72.7,mucho,112,mixta,Mercado_grande,NA,cultivado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,capulin,planta,comestible,Tehuacan,regional,larga,72.7,mucho,112,mixta,Mercado_grande,NA,cultivado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,aguacate,planta,comestible,Tehuacan,regional,larga,72.7,mucho,112,mixta,Mercado_grande,NA,cultivado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,tomakilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,chile_canario,planta,comestible,Tehuacan,regional,larga,72.7,mucho,112,mixta,Mercado_grande,NA,cultivado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,manguera,plaguicida,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,chile_canario,planta,comestible,Tehuacan,regional,larga,72.7,mucho,112,mixta,Mercado_grande,NA,cultivado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,manguera,abono_quimico+abono_animal,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,maiz,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,domesticado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,abono_quimico+abono_animal,manual,descanso_tierra,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,frijol,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,cultivado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,abono_quimico+abono_animal,manual,descanso_tierra,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,chilacayota,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,promovido,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,chicharo,planta,comestible,Tehuacan,regional,larga,72.7,mucho,112,mixta,Mercado_grande,Coyomeapan,cultivado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,abono_quimico+abono_animal,manual,descanso_tierra,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,haba,planta,comestible,Tehuacan,regional,larga,72.7,mucho,112,mixta,Mercado_grande,Coyomeapan,cultivado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,abono_quimico+abono_animal,manual,descanso_tierra,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,jitomate,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Tehuacan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,cebolla,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Tehuacan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,chile_huachinango,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Tehuacan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,platano,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,papalokilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,pipitza,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,tekilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,cafe,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,mango,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,melon,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,papaya,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,nopal,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,rabano,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,guaje,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,san_andres,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,xochitekonzi,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,huitlacoche,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,parcela,0,20000,0,20000,1hc-3hc,propio,templado,temporal,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,cacaya,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Tehuacan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,copal,planta,ceremonial,NA,NA,NA,NA,NA,NA,NA,compra,Tehuacan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,laurel,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,zarzamora,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,tekilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,tila,planta,medicinal,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Coyomeapan,19,oregano,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
